train_acc,train_loss,val_acc,val_loss
0.03317894736842106,4.326508,0.0504,4.2419314
0.06322105263157896,4.0380845,0.08,3.965893
0.09098947368421054,3.8675952,0.11440000000000002,3.7155263
0.12566315789473687,3.6673913,0.1276,3.8719976
0.15677894736842105,3.492267,0.15600000000000003,3.4524546
0.1915157894736842,3.3154132,0.19519999999999998,3.2894235
0.22374736842105264,3.1275327,0.2152,3.21076
0.25709473684210526,2.9514513,0.2248,3.271371
0.28286315789473687,2.8033533,0.2676,2.8940613
0.30943157894736845,2.6628199,0.29560000000000003,2.7468753
0.33536842105263154,2.5426538,0.3128,2.672801
0.35353684210526315,2.4452689,0.32159999999999994,2.6628458
0.37435789473684217,2.3441453,0.34840000000000004,2.4228709
0.3953052631578947,2.2542644,0.35960000000000003,2.4197648
0.4066947368421053,2.1850126,0.39759999999999995,2.2885036
0.4253052631578947,2.1118245,0.40559999999999996,2.246612
0.4365473684210527,2.0566907,0.40880000000000005,2.2602582
0.4521684210526316,1.9905386,0.42080000000000006,2.161617
0.466021052631579,1.9468635,0.444,2.0624032
0.47378947368421054,1.896017,0.4116,2.1616516
0.48343157894736843,1.8522127,0.43079999999999996,2.1657553
0.4925473684210526,1.8137954,0.4484,2.0554202
0.5063368421052631,1.767693,0.46520000000000006,1.9511756
0.5185684210526316,1.7198647,0.4760000000000001,1.9165303
0.526,1.6866031,0.4728,1.9446416
0.5314947368421052,1.6535956,0.4836,1.8650427
0.5409052631578947,1.6209503,0.47479999999999994,1.9063089
0.5464631578947369,1.5958239,0.4632,1.9582287
0.554378947368421,1.56427,0.5028,1.7880205
0.5620842105263159,1.5370395,0.49639999999999995,1.9617665
0.568757894736842,1.5015534,0.5028,1.8160758
0.5713894736842104,1.4911951,0.5224,1.7384487
0.5814736842105263,1.4545094,0.5104000000000001,1.8329806
0.5867789473684211,1.4334673,0.5096,1.7500786
0.5933894736842106,1.4069164,0.5296,1.7036923
0.5971368421052631,1.3850818,0.5232,1.761539
0.6033684210526317,1.3661575,0.5204,1.7647899
0.6093894736842106,1.343763,0.5384,1.7454144
0.615578947368421,1.3182344,0.5144000000000001,1.791785
0.6222526315789475,1.2984159,0.5324,1.7201809
0.6246315789473684,1.280627,0.51,1.8250129
0.6287999999999999,1.2607926,0.5479999999999999,1.6359453
0.637621052631579,1.2380712,0.5468000000000001,1.6541023
0.6369894736842107,1.2244967,0.548,1.6914691
0.6475789473684211,1.1997119,0.5239999999999999,1.8403201
0.6479578947368421,1.1878235,0.554,1.6508642
0.6526105263157895,1.1678249,0.5568,1.653339
0.6583789473684211,1.1508322,0.5568,1.6893475
0.6624,1.1338929,0.564,1.603635
0.6680631578947368,1.110083,0.5696,1.6209402
0.6709052631578949,1.0985565,0.5668,1.6518271
0.6761473684210525,1.084646,0.5608000000000001,1.6586983
0.6793473684210526,1.0694646,0.5780000000000001,1.5901779
0.6838526315789475,1.050218,0.5728,1.5974771
0.6866947368421052,1.0355663,0.5804,1.6226854
0.6910736842105263,1.0195274,0.562,1.6062694
0.697221052631579,0.99752456,0.5732,1.68956
0.7026105263157894,0.9881384,0.5792,1.6286513
0.7042315789473684,0.97762024,0.5676,1.6506248
0.7059157894736842,0.9654536,0.5888,1.5904319
0.7146315789473684,0.94308466,0.5848,1.6020793
0.7181052631578948,0.93183255,0.586,1.6171166
0.7214947368421052,0.91396534,0.5572,1.7247528
0.7232631578947367,0.90803766,0.58,1.6279203
0.7256842105263158,0.8959749,0.586,1.6215386
0.7334947368421052,0.87487924,0.5788,1.6373804
0.7332842105263158,0.871865,0.5844,1.6423945
0.7370947368421052,0.8553604,0.5876,1.6386303
0.7384000000000001,0.8443898,0.5811999999999999,1.6561071
0.7435578947368422,0.8350441,0.594,1.656348
0.7473052631578948,0.8224345,0.5920000000000001,1.6934901
0.7509684210526316,0.8038658,0.59,1.6511346
0.7512631578947369,0.8009885,0.5795999999999999,1.6652815
0.7600631578947368,0.7817532,0.5908,1.6612735
0.7610526315789473,0.7774053,0.5884,1.6623577
0.7613894736842105,0.7709572,0.5868,1.6906189
0.7631157894736841,0.7663113,0.5924,1.6891322
0.7681052631578947,0.747262,0.5924,1.6689588
0.7694526315789474,0.74106216,0.5888,1.6683476
0.770821052631579,0.7376034,0.5896,1.6892639
0.7731368421052631,0.7241591,0.5952000000000001,1.686978
0.7761684210526317,0.71788734,0.5895999999999999,1.6972609
0.7796421052631579,0.7112112,0.5892000000000001,1.6618319
0.7804000000000001,0.7067135,0.5908,1.678549
0.7797473684210526,0.7044811,0.5892,1.6997164
0.7841052631578949,0.69600034,0.5904,1.6993796
0.7838736842105264,0.6900181,0.5892000000000001,1.6901721
0.7855578947368421,0.68536544,0.594,1.7089069
0.7877263157894737,0.67989355,0.5912,1.7129486
0.7903157894736842,0.6711722,0.5884,1.7092798
0.7925684210526316,0.67041993,0.5936,1.7109975
0.7921473684210526,0.67186713,0.592,1.7110834
0.7925684210526316,0.66573346,0.5876,1.708737
0.7920000000000001,0.6697173,0.5904,1.7139602
0.7940421052631579,0.6624491,0.5928,1.7170556
0.7947368421052632,0.6568114,0.5908,1.7114654
0.7930105263157895,0.658792,0.5972,1.718554
0.7942526315789473,0.6600394,0.592,1.7222099
0.7939999999999999,0.654516,0.5944,1.7128798
0.7960842105263157,0.65520275,0.5928000000000001,1.7151697
